State,District,Date,Volumetric Soil Moisture (in %),wkt_geom,ndvi_value,Area,Risk Factor_x,slope_value,Risk Factor_y,Classes,Area Sq. Km,ANNUAL_x,ANNUAL_y,Risk Factor_z
Kerala,Wayanad,2021-10,29.34,Point (76.00003323507125685 11.60996147925331279),2444.444444,chooralmala,0,864,0,Evergreen/Semi evergreen,6.25632,2810.9,3621.6,1
Kerala,Wayanad,2021-12,21.85,Point (76.00003323507125685 11.60996147925331279),2441.111111,chooralmala,0,863,0,Forest Plantation,2383.153024,3270.9,2958.4,0
Kerala,Wayanad,2022-01,17.16,Point (76.00003323507125685 11.60996147925331279),2668.555556,mundakkai,1,860,0,Kharif crop,756.973952,1395.7,3253.1,1
Kerala,Wayanad,2022-02,15.63,Point (76.00003323507125685 11.60996147925331279),2548.6,mundakkai,1,859,0,Rabi crop,14055.52378,1516.9,2841.2,1
Kerala,Wayanad,2022-03,18.31,Point (76.00003323507125685 11.60996147925331279),2255.666667,mundakkai,0,860,0,Zaid crop,4331.487104,1387.3,3319.1,1
Kerala,Wayanad,2022-04,25.34,Point (76.00003323507125685 11.60996147925331279),2188.777778,mundakkai,0,859,0,Double / Triple Crop,13758.86758,1206.5,3029.9,1
Kerala,Wayanad,2022-05,26.79,Point (76.00003323507125685 11.60996147925331279),2288.375,mundakkai,0,861,0,Current fallow,114.410688,936.0,2930.5,1
Kerala,Wayanad,2022-06,26.19,Point (76.00003323507125685 11.60996147925331279),2384.8,mundakkai,0,863,0,Plantation,0.191296,875.3,3384.1,1
Kerala,Wayanad,2022-07,29.32,Point (76.00003323507125685 11.60996147925331279),2416.2,mundakkai,0,864,0,Evergreen forest,16.504768,1474.6,2835.1,1
Kerala,Wayanad,2022-08,29.37,Point (76.00003323507125685 11.60996147925331279),2379.75,mundakkai,0,863,0,Deciduous forest,0.0,541.4,2290.0,1
Kerala,Wayanad,2022-09,26.45,Point (76.00003323507125685 11.60996147925331279),2580.461538,mundakkai,1,862,0,Degraded / Scrub Forest,696.947776,566.0,2491.7,1
Kerala,Wayanad,2022-10,25.91,Point (76.00003323507125685 11.60996147925331279),2671.809524,mundakkai,1,861,0,Littoral swamp,0.0,1263.6,3063.1,1
Kerala,Wayanad,2022-11,22.89,Point (76.00003323507125685 11.60996147925331279),2609.538462,mundakkai,1,863,0,Grassland,784.843584,1066.6,1803.2,1
Kerala,Wayanad,2022-12,22.7,Point (76.00003323507125685 11.60996147925331279),2191.888889,mundakkai,0,865,0,Shifting cultivation,693.284928,267.2,3302.5,1
Kerala,Wayanad,2023-01,18.52,Point (76.00003323507125685 11.60996147925331279),2290.909091,mundakkai,0,865,0,Wasteland,0.0,701.7,3621.6,1
Kerala,Wayanad,2023-02,16.6,Point (76.00003323507125685 11.60996147925331279),2860.666667,mundakkai,1,865,0,Rann,1469.877696,829.3,2958.4,1
Kerala,Wayanad,2023-03,17.67,Point (76.00003323507125685 11.60996147925331279),2986.428571,mundakkai,1,865,0,Waterbodies max,221.872,1155.4,3253.1,1
Kerala,Wayanad,2023-04,20.61,Point (76.00003323507125685 11.60996147925331279),2826.142857,mundakkai,1,865,0,Waterbodies min,111.995968,770.9,2841.2,1
Kerala,Wayanad,2023-05,25.13,Point (76.00003323507125685 11.60996147925331279),2826.142857,mundakkai,1,864,0,Snow cover,6.25632,412.5,3319.1,1
Kerala,Wayanad,2023-06,25.03,Point (76.00003323507125685 11.60996147925331279),2756.333333,mundakkai,1,863,0,Mining,2383.153024,2509.0,3029.9,1
Kerala,Wayanad,2023-07,28.67,Point (76.00003323507125685 11.60996147925331279),3024.6,mundakkai,1,859,0,Evergreen/Semi evergreen,756.973952,683.4,2930.5,1
Kerala,Wayanad,2023-08,24.74,Point (76.00003323507125685 11.60996147925331279),2862.888889,mundakkai,1,855,0,Forest Plantation,14055.52378,546.0,3384.1,1
Kerala,Wayanad,2023-09,25.75,Point (76.00003323507125685 11.60996147925331279),2445.857143,mundakkai,0,853,0,Kharif crop,4331.487104,807.8,2835.1,1
Kerala,Wayanad,2023-10,25.18,Point (76.00003323507125685 11.60996147925331279),2543.384615,mundakkai,1,845,0,Rabi crop,13758.86758,1374.0,2290.0,1
Kerala,Wayanad,2023-11,25.3,Point (76.00003323507125685 11.60996147925331279),2733.222222,mundakkai,1,839,0,Zaid crop,114.410688,850.6,2491.7,1
Kerala,Wayanad,2023-12,20.8,Point (76.00003323507125685 11.60996147925331279),2703.2,mundakkai,1,830,0,Double / Triple Crop,0.191296,711.1,3063.1,1
Kerala,Wayanad,2024-01,20.86,Point (76.00003323507125685 11.60996147925331279),2669.25,mundakkai,1,825,0,Current fallow,16.504768,608.0,1803.2,1
Kerala,Wayanad,2024-02,16.99,Point (76.00003323507125685 11.60996147925331279),2736.0,mundakkai,1,824,0,Plantation,0.0,716.2,3302.5,1
Kerala,Wayanad,2024-03,15.56,Point (76.00003323507125685 11.60996147925331279),2674.428571,mundakkai,1,824,0,Evergreen forest,696.947776,2896.6,3621.6,1
Kerala,Wayanad,2024-04,18.67,Point (76.00003323507125685 11.60996147925331279),2474.8,mundakkai,0,825,0,Deciduous forest,0.0,628.6,2958.4,1
Kerala,Wayanad,2024-05,25.82,Point (76.00003323507125685 11.60996147925331279),2477.5,mundakkai,0,826,0,Degraded / Scrub Forest,784.843584,872.6,3253.1,1
Kerala,Wayanad,2024-06,27.62,Point (76.00003323507125685 11.60996147925331279),2478.166667,mundakkai,0,826,0,Littoral swamp,693.284928,2334.8,2841.2,1
Kerala,Wayanad,2024-07,29.71,Point (76.00003323507125685 11.60996147925331279),2069.571429,mundakkai,0,827,0,Grassland,0.0,1124.5,3319.1,1
Kerala,Wayanad,2024-08,30.0,Point (76.00003323507125685 11.60996147925331279),2230.818182,mundakkai,0,827,0,Shifting cultivation,114.410688,2722.0,3029.9,1
Kerala,Wayanad,2024-09,24.22,Point (76.00003323507125685 11.60996147925331279),2381.733333,mundakkai,0,827,0,Wasteland,6.25632,2334.8,2930.5,1
Kerala,Wayanad,2024-01-01,21.24,Point (76.039632 11.607219),2519.08,Ambalavayal,1,842,0,Kharif crop,63.12,2916.15,2712.33,1
Kerala,Wayanad,2024-01-02,38.52,Point (75.961906 11.662759),2479.18,Thirunelly,0,858,0,Zaid crop,39.18,3013.85,2622.01,0
Kerala,Wayanad,2024-01-03,31.96,Point (76.036946 11.532523),2025.64,Kalpetta,0,848,0,Rabi crop,93.69,3403.3,3201.38,0
Kerala,Wayanad,2024-01-04,27.96,Point (76.082185 11.664507),2341.25,Thirunelly,0,891,0,Double / Triple Crop,54.66,3389.88,2613.44,0
Kerala,Wayanad,2024-01-05,14.68,Point (76.089960 11.645144),2380.2,Ambalavayal,0,784,1,Kharif crop,94.03,3317.86,3496.91,0
Kerala,Wayanad,2024-01-06,14.68,Point (76.022683 11.583649),2398.82,Panamaram,0,833,0,Rabi crop,22.83,3010.15,2683.45,0
Kerala,Wayanad,2024-01-07,11.74,Point (76.086546 11.673213),2580.17,Mananthavady,1,805,0,Built up,72.85,3236.24,3094.14,0
Kerala,Wayanad,2024-01-08,35.99,Point (75.909044 11.505273),2533.6,Panamaram,1,890,0,Kharif crop,62.11,3012.9,2911.37,0
Kerala,Wayanad,2024-01-09,28.03,Point (75.975293 11.662111),2607.91,Thirunelly,1,798,1,Double / Triple Crop,74.2,3369.61,2626.39,0
Kerala,Wayanad,2024-01-10,31.24,Point (76.097455 11.530083),2764.88,Mananthavady,1,795,1,Double / Triple Crop,22.25,2902.78,2527.84,1
Kerala,Wayanad,2024-01-11,10.62,Point (76.018826 11.576178),2812.99,Meppadi,1,862,0,Built up,66.83,3470.24,3122.73,0
Kerala,Wayanad,2024-01-12,39.1,Point (76.093983 11.668424),2718.12,Sulthan Bathery,1,885,0,Built up,50.31,3432.32,3306.76,0
Kerala,Wayanad,2024-01-13,34.97,Point (76.067666 11.593739),2955.52,Panamaram,1,792,1,Kharif crop,74.54,3241.6,3342.02,0
Kerala,Wayanad,2024-01-14,16.37,Point (75.982964 11.554681),2018.23,Ambalavayal,0,897,0,Zaid crop,33.38,2779.42,2982.71,1
Kerala,Wayanad,2024-01-15,15.45,Point (75.911275 11.672944),2195.78,Meppadi,0,873,0,Built up,89.12,2631.65,3277.46,1
Kerala,Wayanad,2024-01-16,15.5,Point (76.062580 11.699944),2007.56,Sulthan Bathery,0,846,0,Zaid crop,9.35,3354.7,3172.85,0
Kerala,Wayanad,2024-01-17,19.13,Point (76.099327 11.611086),2647.47,Ambalavayal,1,839,0,Rabi crop,80.91,2665.3,3224.25,1
Kerala,Wayanad,2024-01-18,25.74,Point (76.053797 11.688953),2898.03,Kalpetta,1,788,1,Double / Triple Crop,86.27,3354.26,2992.6,0
Kerala,Wayanad,2024-01-19,22.96,Point (76.069929 11.549470),2243.48,Ambalavayal,0,834,0,Zaid crop,81.91,2990.77,3133.41,1
Kerala,Wayanad,2024-01-20,18.74,Point (75.990109 11.525832),2927.03,Mananthavady,1,811,0,Double / Triple Crop,51.76,2906.56,3305.53,1
Kerala,Wayanad,2024-01-21,28.36,Point (76.090810 11.621235),2060.27,Mananthavady,0,855,0,Zaid crop,44.4,3403.19,2897.88,0
Kerala,Wayanad,2024-01-22,14.18,Point (75.945729 11.634340),2934.44,Kalpetta,1,856,0,Rabi crop,99.63,3103.85,3305.98,0
Kerala,Wayanad,2024-01-23,18.76,Point (76.023626 11.571633),2351.62,Meppadi,0,803,0,Built up,23.69,3076.61,3092.02,0
Kerala,Wayanad,2024-01-24,20.99,Point (75.922712 11.634315),2101.42,Sulthan Bathery,0,875,0,Rabi crop,55.14,3058.77,2665.9,0
Kerala,Wayanad,2024-01-25,23.68,Point (76.004062 11.654464),2485.87,Ambalavayal,0,758,1,Built up,67.4,2871.17,2524.68,1
Kerala,Wayanad,2024-01-26,33.56,Point (76.004033 11.670436),2256.78,Mananthavady,0,837,0,Built up,70.39,3285.64,2862.75,0
Kerala,Wayanad,2024-01-27,15.99,Point (76.010381 11.612188),2284.87,Meppadi,0,786,1,Double / Triple Crop,21.2,2752.8,3046.7,1
Kerala,Wayanad,2024-01-28,25.43,Point (76.075331 11.580697),2307.29,Kalpetta,0,798,1,Rabi crop,65.75,3438.89,3339.82,0
Kerala,Wayanad,2024-01-29,27.77,Point (75.926803 11.505757),2803.03,Thirunelly,1,790,1,Zaid crop,82.02,3393.99,2627.49,0
Kerala,Wayanad,2024-01-30,11.39,Point (76.051027 11.624062),2539.16,Panamaram,1,766,1,Rabi crop,5.95,2837.48,3300.21,1
Kerala,Wayanad,2024-01-31,28.23,Point (76.040816 11.542593),2311.31,Thirunelly,0,837,0,Double / Triple Crop,91.24,3229.46,3363.01,0
Kerala,Wayanad,2024-02-01,15.12,Point (75.927274 11.502909),2610.33,Thirunelly,1,770,1,Built up,3.92,3073.22,2650.69,0
Kerala,Wayanad,2024-02-02,11.95,Point (75.970118 11.617984),2716.15,Mananthavady,1,800,0,Double / Triple Crop,36.24,2837.65,3351.59,1
Kerala,Wayanad,2024-02-03,38.47,Point (75.978449 11.587495),2272.62,Kalpetta,0,808,0,Kharif crop,2.57,3488.52,3491.45,0
Kerala,Wayanad,2024-02-04,38.97,Point (76.080832 11.569651),2413.55,Ambalavayal,0,790,1,Kharif crop,8.64,2525.24,3226.84,1
Kerala,Wayanad,2024-02-05,34.25,Point (76.002798 11.656731),2121.89,Thirunelly,0,788,1,Zaid crop,91.21,2752.65,3284.77,1
Kerala,Wayanad,2024-02-06,19.14,Point (75.979309 11.624417),2181.15,Thirunelly,0,890,0,Double / Triple Crop,36.13,3020.07,3494.42,0
Kerala,Wayanad,2024-02-07,12.93,Point (76.072473 11.689904),2681.12,Sulthan Bathery,1,760,1,Zaid crop,43.05,3021.95,3105.48,0
Kerala,Wayanad,2024-02-08,30.53,Point (75.929415 11.685318),2181.44,Mananthavady,0,896,0,Zaid crop,22.32,3088.93,2807.89,0
Kerala,Wayanad,2024-02-09,23.2,Point (75.998423 11.551649),2525.16,Mananthavady,1,888,0,Kharif crop,60.11,3251.68,3337.53,0
Kerala,Wayanad,2024-02-10,13.66,Point (75.991827 11.696007),2709.05,Ambalavayal,1,826,0,Zaid crop,59.89,3123.48,3114.49,0
Kerala,Wayanad,2024-02-11,24.86,Point (75.998524 11.565750),2106.88,Panamaram,0,876,0,Kharif crop,37.85,3100.28,3081.2,0
Kerala,Wayanad,2024-02-12,11.03,Point (76.026680 11.548029),2567.31,Meppadi,1,795,1,Built up,33.97,2553.51,2753.64,1
Kerala,Wayanad,2024-02-13,37.28,Point (75.915173 11.525776),2256.56,Sulthan Bathery,0,794,1,Double / Triple Crop,88.61,2876.53,3256.33,1
Kerala,Wayanad,2024-02-14,17.76,Point (75.925609 11.530381),2962.93,Mananthavady,1,750,1,Zaid crop,38.95,2732.06,2581.67,1
Kerala,Wayanad,2024-02-15,29.88,Point (75.927765 11.628175),2483.55,Sulthan Bathery,0,857,0,Kharif crop,49.86,2765.37,3424.29,1
Kerala,Wayanad,2024-02-16,19.35,Point (75.936376 11.569133),2805.99,Mananthavady,1,768,1,Rabi crop,29.05,3054.34,2825.82,0
Kerala,Wayanad,2024-02-17,25.6,Point (76.079358 11.594792),2550.23,Sulthan Bathery,1,825,0,Zaid crop,78.89,2699.51,2627.77,1
Kerala,Wayanad,2024-02-18,26.4,Point (76.033512 11.534464),2043.41,Kalpetta,0,821,0,Built up,40.35,2793.95,2942.37,1
Kerala,Wayanad,2024-02-19,15.55,Point (75.938458 11.508174),2633.15,Thirunelly,1,858,0,Built up,51.85,2737.08,2542.47,1
Kerala,Wayanad,2024-02-20,39.09,Point (75.933787 11.555718),2951.4,Mananthavady,1,761,1,Rabi crop,26.08,3448.5,3184.63,0
Kerala,Wayanad,2024-02-21,33.25,Point (75.935402 11.517741),2601.61,Sulthan Bathery,1,794,1,Kharif crop,98.78,3444.67,3402.71,0
Kerala,Wayanad,2024-02-22,38.18,Point (75.924127 11.592156),2819.19,Meppadi,1,839,0,Zaid crop,29.86,3109.94,3337.26,0
Kerala,Wayanad,2024-02-23,36.84,Point (75.941267 11.572854),2884.21,Kalpetta,1,852,0,Kharif crop,77.3,3424.52,2627.37,0
Kerala,Wayanad,2024-02-24,27.94,Point (76.000683 11.638079),2228.08,Kalpetta,0,757,1,Built up,43.32,3285.81,2626.27,0
Kerala,Wayanad,2024-02-25,37.66,Point (75.907862 11.659882),2212.04,Meppadi,0,840,0,Kharif crop,21.42,3089.95,3313.43,0
Kerala,Wayanad,2024-02-26,12.65,Point (76.025580 11.516352),2610.98,Sulthan Bathery,1,836,0,Built up,80.17,2506.44,3424.25,1
Kerala,Wayanad,2024-02-27,15.88,Point (76.074716 11.684174),2411.03,Ambalavayal,0,833,0,Kharif crop,34.03,3272.52,2960.67,0
Kerala,Wayanad,2024-02-28,11.36,Point (75.912216 11.555376),2839.86,Meppadi,1,831,0,Rabi crop,86.65,3202.49,2998.97,0
Kerala,Wayanad,2024-02-29,19.76,Point (76.061240 11.649652),2900.02,Sulthan Bathery,1,895,0,Double / Triple Crop,91.61,3115.25,2818.26,0
Kerala,Wayanad,2024-03-01,21.66,Point (75.936904 11.541870),2353.42,Meppadi,0,817,0,Rabi crop,86.12,3260.42,3394.27,0
Kerala,Wayanad,2024-03-02,18.14,Point (75.974094 11.596905),2236.87,Meppadi,0,876,0,Rabi crop,4.47,3012.92,3144.9,0
Kerala,Wayanad,2024-03-03,34.86,Point (76.023651 11.573783),2780.53,Mananthavady,1,831,0,Double / Triple Crop,78.95,3204.08,2788.25,0
Kerala,Wayanad,2024-03-04,20.7,Point (75.992507 11.649494),2274.81,Sulthan Bathery,0,896,0,Double / Triple Crop,41.72,3435.17,2798.78,0
Kerala,Wayanad,2024-03-05,18.43,Point (75.907337 11.550487),2822.61,Ambalavayal,1,833,0,Zaid crop,87.5,2875.81,3391.2,1
Kerala,Wayanad,2024-03-06,26.28,Point (76.042670 11.679041),2423.74,Thirunelly,0,862,0,Zaid crop,64.16,3208.12,2513.63,0
Kerala,Wayanad,2024-03-07,14.23,Point (76.002335 11.606423),2667.55,Mananthavady,1,825,0,Rabi crop,83.53,2975.69,2822.73,1
Kerala,Wayanad,2024-03-08,34.07,Point (75.921434 11.589482),2095.54,Meppadi,0,871,0,Rabi crop,50.44,3174.4,3054.36,0
Kerala,Wayanad,2024-03-09,12.24,Point (76.006523 11.548494),2623.86,Thirunelly,1,892,0,Built up,53.97,3262.89,2648.22,0
Kerala,Wayanad,2024-03-10,39.61,Point (75.953849 11.575457),2451.77,Panamaram,0,790,1,Built up,15.29,2545.45,2592.1,1
Kerala,Wayanad,2024-03-11,33.17,Point (75.904014 11.564416),2586.61,Thirunelly,1,751,1,Zaid crop,78.61,3146.6,3315.28,0
Kerala,Wayanad,2024-03-12,15.96,Point (75.942290 11.565499),2168.01,Meppadi,0,778,1,Zaid crop,42.52,2726.74,3394.4,1
Kerala,Wayanad,2024-03-13,10.17,Point (75.923952 11.678105),2736.87,Meppadi,1,854,0,Built up,50.51,3170.03,3323.61,0
Kerala,Wayanad,2024-03-14,34.46,Point (76.018718 11.635820),2862.8,Sulthan Bathery,1,800,0,Built up,78.72,2968.33,3398.79,1
Kerala,Wayanad,2024-03-15,31.21,Point (76.057834 11.599688),2216.74,Sulthan Bathery,0,824,0,Kharif crop,60.29,3273.55,3053.11,0
Kerala,Wayanad,2024-03-16,31.87,Point (75.917384 11.607421),2095.71,Mananthavady,0,759,1,Kharif crop,20.91,2623.4,3312.26,1
Kerala,Wayanad,2024-03-17,33.14,Point (76.017368 11.649088),2023.64,Ambalavayal,0,891,0,Built up,59.43,3126.32,2884.04,0
Kerala,Wayanad,2024-03-18,12.22,Point (75.986332 11.525516),2641.97,Mananthavady,1,800,0,Kharif crop,41.36,2778.47,3166.27,1
Kerala,Wayanad,2024-03-19,20.75,Point (75.956755 11.572616),2607.09,Kalpetta,1,867,0,Double / Triple Crop,47.48,3352.98,3488.84,0
Kerala,Wayanad,2024-03-20,13.48,Point (76.029183 11.614156),2546.7,Meppadi,1,870,0,Zaid crop,3.8,3428.38,2725.73,0
Kerala,Wayanad,2024-03-21,35.89,Point (75.971219 11.697303),2231.95,Thirunelly,0,788,1,Zaid crop,21.79,3496.4,2889.9,0
Kerala,Wayanad,2024-03-22,28.7,Point (76.021155 11.547445),2390.91,Panamaram,0,777,1,Built up,28.82,3296.01,2980.05,0
Kerala,Wayanad,2024-03-23,19.93,Point (75.920356 11.530572),2594.48,Meppadi,1,752,1,Rabi crop,71.58,3253.73,2638.02,0
Kerala,Wayanad,2024-03-24,11.91,Point (75.949192 11.532136),2496.77,Meppadi,0,833,0,Built up,2.14,2715.5,2581.04,1
Kerala,Wayanad,2024-03-25,19.33,Point (75.937313 11.557019),2987.79,Mananthavady,1,866,0,Kharif crop,41.47,2836.01,3329.72,1
Kerala,Wayanad,2024-03-26,19.76,Point (75.934675 11.679353),2136.44,Panamaram,0,751,1,Rabi crop,92.48,2965.68,3476.79,1
Kerala,Wayanad,2024-03-27,31.89,Point (75.916047 11.604902),2695.14,Panamaram,1,842,0,Kharif crop,12.08,3273.38,2904.73,0
Kerala,Wayanad,2024-03-28,29.13,Point (75.982079 11.696476),2404.32,Panamaram,0,880,0,Double / Triple Crop,52.13,3414.97,2587.65,0
Kerala,Wayanad,2024-03-29,36.62,Point (75.922408 11.579571),2428.2,Mananthavady,0,893,0,Kharif crop,78.87,2689.14,2565.81,1
Kerala,Wayanad,2024-03-30,24.17,Point (76.093894 11.673101),2717.6,Meppadi,1,843,0,Double / Triple Crop,94.31,3422.37,3391.32,0
Kerala,Wayanad,2024-03-31,13.59,Point (76.063414 11.551581),2692.44,Mananthavady,1,789,1,Double / Triple Crop,74.93,3195.62,2963.81,0
Kerala,Wayanad,2024-04-01,31.4,Point (75.934178 11.633729),2991.26,Sulthan Bathery,1,751,1,Kharif crop,72.34,3110.77,2820.03,0
Kerala,Wayanad,2024-04-02,32.82,Point (76.085875 11.611353),2128.39,Sulthan Bathery,0,830,0,Kharif crop,82.82,2699.84,2976.46,1
Kerala,Wayanad,2024-04-03,26.84,Point (76.014323 11.555996),2104.11,Mananthavady,0,761,1,Double / Triple Crop,45.17,2555.53,2818.3,1
Kerala,Wayanad,2024-04-04,33.13,Point (76.053899 11.537409),2724.34,Panamaram,1,814,0,Rabi crop,80.78,3068.46,2989.04,0
Kerala,Wayanad,2024-04-05,24.81,Point (75.964736 11.585087),2578.39,Meppadi,1,804,0,Double / Triple Crop,1.79,3151.52,3359.56,0
Kerala,Wayanad,2024-04-06,25.68,Point (76.001522 11.548482),2274.16,Mananthavady,0,794,1,Zaid crop,92.53,2710.78,3092.3,1
Kerala,Wayanad,2024-04-07,22.83,Point (75.922967 11.622124),2079.42,Mananthavady,0,850,0,Double / Triple Crop,44.89,3056.46,3194.65,0
Kerala,Wayanad,2024-04-08,10.76,Point (75.957726 11.616248),2085.66,Mananthavady,0,811,0,Rabi crop,55.78,3356.49,2864.67,0
Kerala,Wayanad,2024-04-09,13.24,Point (75.930873 11.596228),2894.19,Kalpetta,1,798,1,Zaid crop,26.23,3335.07,3238.51,0
