State,District,Date,Volumetric Soil Moisture (in %),wkt_geom,ndvi_value,Area,Risk Factor_x,slope_value,Risk Factor_y,Classes,Area Sq. Km,ANNUAL_x,ANNUAL_y,Risk Factor_z
Kerala,Wayanad,2022-11,22.89,Point (76.00003323507125685 11.60996147925331279),2609.538462,mundakkai,,863,,Grassland,14.5,1066.6,1803.2,
Kerala,Wayanad,2022-12,22.7,Point (76.00003323507125685 11.60996147925331279),2191.888889,mundakkai,,865,,Shifting cultivation,14.35,267.2,3302.5,
Kerala,Wayanad,2023-01,18.52,Point (76.00003323507125685 11.60996147925331279),2290.909091,mundakkai,,865,,Wasteland,14.6,701.7,3621.6,
Kerala,Wayanad,2023-02,16.6,Point (76.00003323507125685 11.60996147925331279),2860.666667,mundakkai,,865,,Rann,14.75,829.3,2958.4,
Kerala,Wayanad,2023-03,17.67,Point (76.00003323507125685 11.60996147925331279),2986.428571,mundakkai,,865,,Waterbodies max,14.8,1155.4,3253.1,
Kerala,Wayanad,2023-04,20.61,Point (76.00003323507125685 11.60996147925331279),2826.142857,mundakkai,,865,,Waterbodies min,14.2,770.9,2841.2,
Kerala,Wayanad,2023-05,25.13,Point (76.00003323507125685 11.60996147925331279),2826.142857,mundakkai,,864,,Snow cover,14.1,412.5,3319.1,
Kerala,Wayanad,2023-06,25.03,Point (76.00003323507125685 11.60996147925331279),2756.333333,mundakkai,,863,,Mining,14.45,2509,3029.9,
Kerala,Wayanad,2023-07,28.67,Point (76.00003323507125685 11.60996147925331279),3024.6,mundakkai,,859,,Evergreen/Semi evergreen,14.6,683.4,2930.5,
Kerala,Wayanad,2023-08,24.74,Point (76.00003323507125685 11.60996147925331279),2862.888889,mundakkai,,855,,Forest Plantation,14.55,546,3384.1,
Kerala,Wayanad,2023-09,25.75,Point (76.00003323507125685 11.60996147925331279),2445.857143,mundakkai,,853,,Kharif crop,14.7,807.8,2835.1,
Kerala,Wayanad,2023-10,25.18,Point (76.00003323507125685 11.60996147925331279),2543.384615,mundakkai,,845,,Rabi crop,14.3,1374,2290,
Kerala,Wayanad,2023-11,25.3,Point (76.00003323507125685 11.60996147925331279),2733.222222,mundakkai,,839,,Zaid crop,14.9,850.6,2491.7,
Kerala,Wayanad,2023-12,20.8,Point (76.00003323507125685 11.60996147925331279),2703.2,mundakkai,,830,,Double / Triple Crop,14.8,711.1,3063.1,
Kerala,Wayanad,2024-01,20.86,Point (76.00003323507125685 11.60996147925331279),2669.25,mundakkai,,825,,Current fallow,14.6,608,1803.2,
Kerala,Wayanad,2024-02,16.99,Point (76.00003323507125685 11.60996147925331279),2736,mundakkai,,824,,Plantation,14.5,716.2,3302.5,
Kerala,Wayanad,2024-03,15.56,Point (76.00003323507125685 11.60996147925331279),2674.428571,mundakkai,,824,,Evergreen forest,6.947776,2896.6,3621.6,
Kerala,Wayanad,2024-04,18.67,Point (76.00003323507125685 11.60996147925331279),2474.8,mundakkai,,825,,Deciduous forest,15.25,628.6,2958.4,
Kerala,Wayanad,2024-05,25.82,Point (76.00003323507125685 11.60996147925331279),2477.5,mundakkai,,826,,Degraded / Scrub Forest,15.3,872.6,3253.1,
Kerala,Wayanad,2024-06,27.62,Point (76.00003323507125685 11.60996147925331279),2478.166667,mundakkai,,826,,Littoral swamp,15.15,2334.8,2841.2,
Kerala,Wayanad,2024-07,29.71,Point (76.00003323507125685 11.60996147925331279),2069.571429,mundakkai,,827,,Grassland,15.2,1124.5,3319.1,
Kerala,Wayanad,2024-08,30,Point (76.00003323507125685 11.60996147925331279),2230.818182,mundakkai,,827,,Shifting cultivation,15.4,2722,3029.9,
Kerala,Wayanad,2024-09,24.22,Point (76.00003323507125685 11.60996147925331279),2381.733333,mundakkai,,827,,Wasteland,15.45,2334.8,2930.5,
Kerala,Wayanad,2018-07,28.79,Point (76.0440 11.5405),2189.111111,vellarimala,,858,,Classes,15.5,3275.1,2841.2,
Kerala,Wayanad,2018-08,29.79,Point (76.0385 11.5350),2150,vellarimala,,853,,Built up,15.55,3354.3,3319.1,
Kerala,Wayanad,2018-09,24.82,Point (76.0390 11.5355),2200,vellarimala,,860,,Kharif crop,15.65,2956.7,3029.9,
Kerala,Wayanad,2018-10,29.08,Point (76.0395 11.5360),2195,vellarimala,,842,,Rabi crop,15.7,2609.4,2930.5,
Kerala,Wayanad,2018-11,24.74,Point (76.0400 11.5365),2185,vellarimala,,855,,Zaid crop,15.75,2683.2,3384.1,
Kerala,Wayanad,2018-12,23.71,Point (76.0405 11.5370),2205,vellarimala,,865,,Double / Triple Crop,15.8,1214,2835.1,
Kerala,Wayanad,2019-01,20.26,Point (76.0410 11.5375),2175,vellarimala,,848,,Current fallow,15.85,1396.3,2290,
Kerala,Wayanad,2019-02,16.16,Point (76.0415 11.5380),2165,vellarimala,,851,,Plantation,15.9,1071.6,2491.7,
Kerala,Wayanad,2019-03,16.05,Point (76.0420 11.5385),2180,vellarimala,,859,,Evergreen forest,15.95,849.4,3063.1,
Kerala,Wayanad,2019-04,20.98,Point (76.0425 11.5390),2190,vellarimala,,862,,Deciduous forest,16,752.6,1803.2,
Kerala,Wayanad,2019-05,24.78,Point (76.0430 11.5395),2200,vellarimala,,855,,Degraded / Scrub Forest,16.05,724.9,3302.5,
Kerala,Wayanad,2019-06,27.05,Point (76.0435 11.5400),2170,vellarimala,,843,,Littoral swamp,16.1,1171.4,3621.6,
Kerala,Wayanad,2019-07,26.93,Point (76.0440 11.5405),2195,vellarimala,,850,,Grassland,16.15,333.4,2958.4,
Kerala,Wayanad,2019-08,30.29,Point (76.0445 11.5410),2205,vellarimala,,857,,Shifting cultivation,16.2,499.5,3253.1,
Kerala,Wayanad,2019-09,30.11,Point (76.0450 11.5415),2188,vellarimala,,852,,Wasteland,16.25,1238.5,2841.2,
Kerala,Wayanad,2019-10,30.07,Point (76.0455 11.5420),2178,vellarimala,,861,,Rann,16.3,943.3,3319.1,
Kerala,Wayanad,2019-11,28.21,Point (76.0460 11.5425),2192,vellarimala,,844,,Waterbodies max,16.35,179.9,3029.9,
Kerala,Wayanad,2019-12,25.16,Point (76.0465 11.5430),2181,vellarimala,,856,,Waterbodies min,16.4,365.6,2930.5,
Kerala,Wayanad,2020-01,18.07,Point (76.0470 11.5435),2203,vellarimala,,854,,Snow cover,14.55,649.7,3384.1,
Kerala,Wayanad,2020-02,15.61,Point (76.0475 11.5440),2169,vellarimala,,858,,Mining,15.35,1175.4,2835.1,
Kerala,Wayanad,2020-03,15.51,Point (76.0480 11.5445),2177,vellarimala,,849,,Evergreen/Semi evergreen,14.95,481.1,2290,
Kerala,Wayanad,2020-04,23.92,Point (76.0485 11.5450),2184,vellarimala,,863,,Forest Plantation,15.05,292.9,2491.7,
Kerala,Wayanad,2020-05,26.77,Point (76.0490 11.5455),2199,vellarimala,,846,,Kharif crop,14.4,2808.3,3063.1,
Kerala,Wayanad,2020-06,29.29,Point (76.0495 11.5460),2206,vellarimala,,859,,Rabi crop,15.65,796.7,1803.2,
Kerala,Wayanad,2020-07,30.72,Point (76.0500 11.5465),2180,vythiri,,864,,Zaid crop,14.1,731.4,3302.5,
Kerala,Wayanad,2020-08,29.47,Point (76.0505 11.5470),2180,vythiri,,858,,Double / Triple Crop,14.25,1082.2,3621.6,
Kerala,Wayanad,2020-09,30.32,Point (76.0755 11.5995),2175,vythiri,,860,,Current fallow,14.4,1399.9,2958.4,
Kerala,Wayanad,2020-10,24.61,Point (76.0760 11.6000),2190,vythiri,,855,,Plantation,14.5,875.7,3253.1,
Kerala,Wayanad,2020-11,24.32,Point (76.0765 11.6005),2205,vythiri,,852,,Evergreen forest,14.3,836.5,2841.2,
Kerala,Wayanad,2020-12,21.9,Point (76.0770 11.6010),2185,vythiri,,865,,Deciduous forest,14.6,506,3319.1,
Kerala,Wayanad,2021-01,23.17,Point (76.0775 11.6015),2170,vythiri,,850,,Degraded / Scrub Forest,14.65,855,3029.9,
Kerala,Wayanad,2021-02,18.31,Point (76.0780 11.6020),2192,vythiri,,858,,Littoral swamp,14.7,3124.3,2930.5,
Kerala,Wayanad,2021-03,20.04,Point (76.0785 11.6025),2188,vythiri,,863,,Grassland,14.55,708.4,3384.1,
Kerala,Wayanad,2021-04,23.48,Point (76.0790 11.6030),2203,vythiri,,861,,Shifting cultivation,14.45,925.9,2835.1,
Kerala,Wayanad,2021-05,26.31,Point (76.0795 11.6035),2169,vythiri,,844,,Wasteland,14.75,2705.6,2290,
Kerala,Wayanad,2021-06,26.97,Point (76.0800 11.6040),2178,vythiri,,854,,Rann,14.8,1715.3,2491.7,
Kerala,Wayanad,2021-07,28.82,Point (76.0805 11.6045),2199,vythiri,,862,,Waterbodies max,14.2,3079.9,3063.1,
Kerala,Wayanad,2021-08,28.72,Point (76.0810 11.6050),2181,vythiri,,859,,Waterbodies min,14.35,2396.1,1803.2,
Kerala,Wayanad,2021-09,27.01,Point (76.0815 11.6055),2206,vythiri,,856,,Snow cover,14.6,3114,3302.5,
Kerala,Wayanad,2021-10,29.34,Point (76.0820 11.6060),2193,vythiri,,851,,Mining,14.7,2810.9,3621.6,
Kerala,Wayanad,2021-12,21.85,Point (76.0825 11.6065),2177,vythiri,,853,,Evergreen/Semi evergreen,14.8,3270.9,2958.4,
Kerala,Wayanad,2022-01,17.16,Point (76.0830 11.6070),2184,vythiri,,847,,Forest Plantation,14.6,1395.7,3253.1,
Kerala,Wayanad,2022-02,15.63,Point (76.0835 11.6075),2186,vythiri,,849,,Kharif crop,14.4,1516.9,2841.2,
Kerala,Wayanad,2022-03,18.31,Point (76.0840 11.6080),2195,vythiri,,845,,Rabi crop,14.5,1387.3,3319.1,
Kerala,Wayanad,2022-04,25.34,Point (76.0845 11.6085),2165,vythiri,,864,,Zaid crop,14.7,1206.5,3029.9,
Kerala,Wayanad,2022-05,26.79,Point (76.0850 11.6090),2176,vythiri,,862,,Double / Triple Crop,14.65,936,2930.5,
Kerala,Wayanad,2022-06,26.19,Point (76.0855 11.6095),2201,vythiri,,848,,Current fallow,14.5,875.3,3384.1,
Kerala,Wayanad,2022-07,29.32,Point (76.0860 11.6100),2189,vythiri,,856,,Plantation,14.6,1474.6,2835.1,
Kerala,Wayanad,2022-08,29.37,Point (76.0865 11.6105),2194,vythiri,,857,,Evergreen forest,14.75,541.4,2290,
Kerala,Wayanad,2022-09,26.45,Point (76.0870 11.6110),2203,vythiri,,860,,Deciduous forest,14.8,566,2491.7,
Kerala,Wayanad,2022-10,25.91,Point (76.0875 11.6115),2210,vythiri,,862,,Degraded / Scrub Forest,14.3,1263.6,3063.1,
Kerala,Wayanad,2022-11,22.89,Point (76.0880 11.6120),2187,vythiri,,857,,Littoral swamp,14.4,1066.6,1803.2,
Kerala,Wayanad,2022-12,22.7,Point (76.0885 11.6125),2195,vythiri,,859,,Grassland,14.6,267.2,3302.5,
Kerala,Wayanad,2023-01,18.52,Point (76.0890 11.6130),2185,punjirimattom,,858,,Shifting cultivation,14.55,701.7,3621.6,
Kerala,Wayanad,2023-02,16.6,Point (76.0630 11.6190),2200,punjirimattom,,861,,Wasteland,14.65,829.3,2958.4,
Kerala,Wayanad,2023-03,17.67,Point (76.0640 11.6195),2198,punjirimattom,,852,,Rann,14.7,1155.4,3253.1,
Kerala,Wayanad,2023-04,20.61,Point (76.0650 11.6200),2180,punjirimattom,,855,,Waterbodies max,14.8,770.9,2841.2,
Kerala,Wayanad,2023-05,25.13,Point (76.0660 11.6205),2215,punjirimattom,,854,,Waterbodies min,14.9,412.5,3319.1,
Kerala,Wayanad,2023-06,25.03,Point (76.0670 11.6210),2208,punjirimattom,,863,,Snow cover,14.2,2509,3029.9,
Kerala,Wayanad,2023-07,28.67,Point (76.0680 11.6215),2183,punjirimattom,,865,,Mining,14.3,683.4,2930.5,
Kerala,Wayanad,2023-08,24.74,Point (76.0690 11.6220),2192,punjirimattom,,848,,Evergreen/Semi evergreen,14.4,546,3384.1,
Kerala,Wayanad,2023-09,25.75,Point (76.0700 11.6225),2207,punjirimattom,,850,,Forest Plantation,14.25,807.8,2835.1,
Kerala,Wayanad,2023-10,25.18,Point (76.0710 11.6230),2211,punjirimattom,,856,,Kharif crop,14.1,1374,2290,
Kerala,Wayanad,2023-11,25.3,Point (76.0720 11.6235),2206,punjirimattom,,853,,Rabi crop,14.3,850.6,2491.7,
Kerala,Wayanad,2023-12,20.8,Point (76.0730 11.6240),2194,punjirimattom,,862,,Zaid crop,14.4,711.1,3063.1,
Kerala,Wayanad,2024-01,20.86,Point (76.0740 11.6245),2182,punjirimattom,,861,,Double / Triple Crop,14.45,608,1803.2,
Kerala,Wayanad,2024-02,16.99,Point (76.0750 11.6250),2204,punjirimattom,,849,,Current fallow,14.6,716.2,3302.5,
Kerala,Wayanad,2024-03,15.56,Point (76.0760 11.6255),2212,punjirimattom,,864,,Plantation,14.65,2896.6,3621.6,
Kerala,Wayanad,2024-04,18.67,Point (76.0770 11.6260),2196,punjirimattom,,850,,Evergreen forest,14.7,628.6,2958.4,
Kerala,Wayanad,2024-05,25.82,Point (76.0780 11.6265),2188,punjirimattom,,851,,Deciduous forest,14.75,872.6,3253.1,
Kerala,Wayanad,2024-06,27.62,Point (76.0790 11.6270),2190,punjirimattom,,858,,Degraded / Scrub Forest,14.8,2334.8,2841.2,
Kerala,Wayanad,2024-07,29.71,Point (76.0800 11.6275),2201,punjirimattom,,847,,Littoral swamp,14.9,1124.5,3319.1,
Kerala,Wayanad,2024-08,30,Point (76.0810 11.6280),2193,punjirimattom,,859,,Grassland,14.95,2722,3029.9,
Kerala,Wayanad,2024-09,24.22,Point (76.0820 11.6285),2189.111111,punjirimattom,,850,,Shifting cultivation,14.6,2334.8,2930.5,
Kerala,Wayanad,2018-07,28.79,Point (76.0830 11.6290),2195,punjirimattom,,854,,Wasteland,14.4,3275.1,2841.2,
Kerala,Wayanad,2018-08,29.79,Point (76.0840 11.6295),2200,punjirimattom,,856,,Zaid crop,14.2,3354.3,3319.1,
Kerala,Wayanad,2018-09,24.82,Point (76.0850 11.6300),2187,punjirimattom,,858,,Built up,14.35,2956.7,3029.9,
Kerala,Wayanad,2018-10,29.08,Point (76.0860 11.6305),2184,attamala,,855,,Kharif crop,14.5,2609.4,2930.5,
Kerala,Wayanad,2018-11,24.74,Point (76.0870 11.6310),2178,attamala,,853,,Rabi crop,14.7,2683.2,3384.1,
Kerala,Wayanad,2018-12,23.71,Point (76.0675 11.6035),2190,attamala,,852,,Zaid crop,14.8,1214,2835.1,
Kerala,Wayanad,2019-01,20.26,Point (76.0685 11.6040),2205,attamala,,851,,Double / Triple Crop,14.6,1396.3,2290,
Kerala,Wayanad,2019-02,16.16,Point (76.0695 11.6045),2181,attamala,,859,,Current fallow,14.4,1071.6,2491.7,
Kerala,Wayanad,2019-03,16.05,Point (76.0705 11.6050),2176,attamala,,861,,Plantation,14.7,849.4,3063.1,
Kerala,Wayanad,2019-04,20.98,Point (76.0715 11.6055),2193,attamala,,843,,Evergreen forest,14.8,752.6,1803.2,
Kerala,Wayanad,2019-05,24.78,Point (76.0725 11.6060),2182,attamala,,862,,Deciduous forest,14.9,724.9,3302.5,
Kerala,Wayanad,2019-06,27.05,Point (76.0735 11.6065),2169,attamala,,860,,Degraded / Scrub Forest,14.6,1171.4,3621.6,
Kerala,Wayanad,2019-07,26.93,Point (76.0745 11.6070),2177,attamala,,844,,Littoral swamp,14.75,333.4,2958.4,
Kerala,Wayanad,2019-08,30.29,Point (76.0755 11.6075),2191,attamala,,845,,Grassland,14.8,499.5,3253.1,
Kerala,Wayanad,2019-09,30.11,Point (76.0765 11.6080),2203,attamala,,847,,Shifting cultivation,14.7,1238.5,2841.2,
Kerala,Wayanad,2019-10,30.07,Point (76.0775 11.6085),2183,attamala,,848,,Wasteland,14.6,943.3,3319.1,
Kerala,Wayanad,2019-11,28.21,Point (76.0785 11.6090),2194,attamala,,842,,Rann,14.8,179.9,3029.9,
Kerala,Wayanad,2019-12,25.16,Point (76.0795 11.6095),2178,attamala,,863,,Waterbodies max,14.9,365.6,2930.5,
Kerala,Wayanad,2020-01,18.07,Point (76.0805 11.6100),2199,attamala,,864,,Waterbodies min,14.95,649.7,3384.1,
Kerala,Wayanad,2020-02,15.61,Point (76.0815 11.6105),2185,attamala,,849,,Snow cover,15.25,1175.4,2835.1,
Kerala,Wayanad,2020-03,15.51,Point (76.0825 11.6110),2201,attamala,,858,,Mining,15.3,481.1,2290,
Kerala,Wayanad,2020-04,23.92,Point (76.0835 11.6115),2196,attamala,,862,,Evergreen/Semi evergreen,15.15,292.9,2491.7,
Kerala,Wayanad,2020-05,26.77,Point (76.0845 11.6120),2175,attamala,,859,,Forest Plantation,15.2,2808.3,3063.1,
Kerala,Wayanad,2020-06,29.29,Point (76.0855 11.6125),2185,attamala,,858,,Kharif crop,15.4,796.7,1803.2,
Kerala,Wayanad,2020-07,30.72,Point (76.0865 11.6130),2190,attamala,,853,,Rabi crop,15.45,731.4,3302.5,
Kerala,Wayanad,2020-08,29.47,Point (76.0875 11.6135),2180,attamala,,860,,Zaid crop,15.5,1082.2,3621.6,
Kerala,Wayanad,2020-09,30.32,Point (76.0885 11.6140),2175,attamala,,842,,Double / Triple Crop,15.55,1399.9,2958.4,
Kerala,Wayanad,2020-10,24.61,Point (76.0115 11.6110),2188,kunhome,,855,,Current fallow,15.65,875.7,3253.1,
Kerala,Wayanad,2020-11,24.32,Point (76.0035 11.6045),2200,kunhome,,865,,Plantation,15.7,836.5,2841.2,
Kerala,Wayanad,2020-12,21.9,Point (76.0040 11.6050),2192,kunhome,,848,,Evergreen forest,15.75,506,3319.1,
Kerala,Wayanad,2021-01,23.17,Point (76.0030 11.6030),2178,kunhome,,851,,Deciduous forest,15.8,855,3029.9,
Kerala,Wayanad,2021-02,18.31,Point (76.0025 11.6060),2186,kunhome,,859,,Degraded / Scrub Forest,15.85,3124.3,2930.5,
Kerala,Wayanad,2021-03,20.04,Point (76.0015 11.6040),2194,kunhome,,862,,Littoral swamp,15.9,708.4,3384.1,
Kerala,Wayanad,2021-04,23.48,Point (76.0000 11.6070),2189,kunhome,,855,,Grassland,15.95,925.9,2835.1,
Kerala,Wayanad,2021-05,26.31,Point (76.0045 11.6065),2203,kunhome,,843,,Shifting cultivation,16,2705.6,2290,
Kerala,Wayanad,2021-06,26.97,Point (76.0050 11.6055),2172,kunhome,,850,,Wasteland,16.05,1715.3,2491.7,
Kerala,Wayanad,2021-07,28.82,Point (76.0060 11.6040),2183,kunhome,,857,,Rann,16.1,3079.9,3063.1,
Kerala,Wayanad,2021-08,28.72,Point (76.0070 11.6035),2191,kunhome,,852,,Waterbodies max,16.15,2396.1,1803.2,
Kerala,Wayanad,2021-09,27.01,Point (76.0130 11.6075),2205,kunhome,,861,,Waterbodies min,16.2,3114,3302.5,
Kerala,Wayanad,2021-10,29.34,Point (76.0120 11.6085),2169,kunhome,,844,,Snow cover,16.25,2810.9,3621.6,
Kerala,Wayanad,2021-12,21.85,Point (76.0042 11.6080),2195,kunhome,,856,,Mining,16.3,3270.9,2958.4,
Kerala,Wayanad,2022-01,17.16,Point (76.0055 11.6075),2181,kunhome,,854,,Evergreen/Semi evergreen,16.35,1395.7,3253.1,
Kerala,Wayanad,2022-02,15.63,Point (76.0048 11.6090),2201,kunhome,,858,,Forest Plantation,16.4,1516.9,2841.2,
Kerala,Wayanad,2022-03,18.31,Point (76.0065 11.6085),2177,kunhome,,849,,Kharif crop,15.171968,1387.3,3319.1,
Kerala,Wayanad,2022-04,25.34,Point (76.0075 11.6070),2182,kunhome,,863,,Rabi crop,14.601216,1206.5,3029.9,
